호선,역번호,역명,hour,승차_Weekday,승차_Saturday,승차_Sunday,하차_Weekday,하차_Saturday,하차_Sunday,환승_Weekday,환승_Saturday,환승_Sunday,interval_Weekday,interval_Saturday,interval_Sunday,capacity,상선_Weekday,상선_Saturday,상선_Sunday,하선_Weekday,하선_Saturday,하선_Sunday
1,125,제기동,08-09시간대,1305.5991902834007,488.52941176470586,300.86538461538464,1640.4372469635628,641.42,257.3137254901961,0.0,0.0,0.0,3.0,5.0,5.0,1576,17.5,16.3,12.45,65.4,22.6,14.5
1,125,제기동,09-10시간대,794.483870967742,709.8039215686274,471.8269230769231,1208.4900398406373,882.22,451.15686274509807,0.0,0.0,0.0,5.0,5.0,5.0,1576,18.45,15.7,11.65,40.5,27.4,19.5
1,125,제기동,10-11시간대,819.0079051383399,963.48,625.3846153846154,1279.3162055335968,1296.76,733.204081632653,0.0,0.0,0.0,5.0,5.0,5.0,1576,14.55,15.149999999999999,12.7,31.1,34.2,26.1
1,125,제기동,11-12시간대,1084.604,1259.66,731.3461538461538,1444.6260162601627,1577.62,944.3725490196078,0.0,0.0,0.0,5.0,5.0,5.0,1576,17.299999999999997,17.3,12.75,20.2,30.45,23.75
1,125,제기동,12-13시간대,1252.850622406639,1480.8367346938776,903.84,1502.48987854251,1783.5714285714287,1202.7551020408164,0.0,0.0,0.0,5.0,5.0,5.0,1576,18.25,20.75,17.4,26.9,47.05,35.1
1,125,제기동,13-14시간대,1310.672,1524.75,966.3921568627451,1559.6762295081967,1816.6666666666667,1337.921568627451,0.0,0.0,0.0,5.0,5.0,5.0,1576,21.950000000000003,28.299999999999997,21.049999999999997,25.2,35.55,27.45
1,125,제기동,14-15시간대,1419.3387096774193,1640.0,1060.28,1465.4227642276423,1642.2156862745098,1184.5208333333333,0.0,0.0,0.0,5.0,5.0,5.0,1576,25.15,28.549999999999997,22.85,24.4,38.150000000000006,30.15
1,125,제기동,15-16시간대,1579.9105691056911,1731.686274509804,1172.0625,1262.6598360655737,1306.86,954.78,0.0,0.0,0.0,5.0,5.0,5.0,1576,26.75,32.9,25.85,26.05,36.8,25.2
1,125,제기동,16-17시간대,1576.942857142857,1636.4313725490197,1115.98,1040.3709677419354,1094.4705882352941,771.3333333333334,0.0,0.0,0.0,5.0,5.0,5.0,1576,28.45,30.1,22.2,31.0,33.25,22.7
1,125,제기동,17-18시간대,1554.3237704918033,1260.86,843.9607843137255,894.9294117647058,881.6078431372549,632.4423076923077,0.0,0.0,0.0,5.0,5.0,5.0,1576,43.099999999999994,36.6,28.2,27.25,34.55,24.200000000000003
1,125,제기동,18-19시간대,1494.4959349593496,839.9387755102041,574.3653846153846,1026.8582995951417,561.4117647058823,434.84615384615387,0.0,0.0,0.0,3.0,5.0,5.0,1576,68.15,29.6,23.45,25.9,23.15,17.15
1,125,제기동,19-20시간대,648.1574803149606,523.4150943396227,408.75,676.9469387755101,372.0566037735849,345.6470588235294,0.0,0.0,0.0,3.0,5.0,5.0,1576,36.5,23.4,19.4,12.65,14.75,13.55
1,125,제기동,20-21시간대,414.5674603174603,354.6792452830189,264.1372549019608,403.148,316.1132075471698,299.4313725490196,0.0,0.0,0.0,5.0,5.0,5.0,1576,24.7,25.0,19.85,10.45,11.4,10.850000000000001
1,125,제기동,21-22시간대,319.7991967871486,225.49056603773585,159.07843137254903,379.19591836734696,324.7450980392157,299.78846153846155,0.0,0.0,0.0,5.0,5.0,5.0,1576,29.45,24.5,19.15,9.25,9.350000000000001,8.7
1,125,제기동,22-23시간대,200.14859437751005,137.0566037735849,93.43137254901961,330.248031496063,290.58490566037733,245.95744680851064,0.0,0.0,0.0,5.0,5.0,5.0,1576,27.55,30.15,19.799999999999997,7.75,7.05,5.7
1,125,제기동,23-24시간대,77.68217054263566,51.056603773584904,37.82692307692308,219.3846153846154,227.3877551020408,163.6530612244898,0.0,0.0,0.0,5.0,5.0,5.0,1576,16.2,18.85,9.65,6.85,5.4,5.050000000000001
1,125,제기동,24시이후,8.766666666666667,3.7333333333333334,3.2413793103448274,48.553333333333335,35.42857142857143,22.555555555555557,0.0,0.0,0.0,5.0,5.0,5.0,1576,5.3,0.0,0.0,0.6,0.0,0.0
1,126,신설동,06시이전,327.10714285714283,267.98039215686276,113.32692307692308,93.036,67.58823529411765,35.07692307692308,577.0757539824206,503.91440815985067,217.05703277932477,5.0,5.0,5.0,1576,7.1,8.4,3.3,20.2,14.9,7.5
1,126,신설동,06-07시간대,330.3724696356275,206.56603773584905,127.5576923076923,370.40316205533594,273.5686274509804,137.1153846153846,962.5305872671929,721.005349881799,387.11363770141855,5.0,5.0,5.0,1576,10.0,10.55,5.6,24.25,16.0,9.15
1,126,신설동,07-08시간대,786.6153846153846,255.78846153846155,157.51923076923077,976.408906882591,302.7450980392157,167.09803921568627,2421.5522485665165,838.7348669926372,474.7886475853642,3.0,5.0,5.0,1576,11.75,10.3,6.300000000000001,49.55,15.75,8.95
